course,session,time,wait_time,student_response,specific_student,category,hint,cluster_q,question,is_cluster,code_name,collapsed_code
1C_L17,S2,00:23:25,0,Y,N,X,,N,So can anyone give me examples of planes that don't meet?,N,Example generation,Other
1C_L17,S2,00:23:31,0,N,Y,X,,Y4,So do you have an algebraic example in mind?,Y,Example generation,Other
1C_L17,S2,00:23:31,1,Y,Y,X,HS,Y4,That's the spot on idea.,Y,Example generation,Other
1C_L17,S2,00:24:01,1,N,Y,E,,Y5,Is that a plane?,Y,Evaluation,Evaluation
1C_L17,S2,00:24:01,0,N,Y,F,HQ,Y5,So which form is it if we use Poole's terminology?,Y,Fact,Fact
1C_L17,S2,00:24:01,0,Y,Y,F,HQ,Y5,Which of these forms is it?,Y,Fact,Fact
1C_L17,S2,00:24:44,0,N,N,U,,N,Agreed?,N,Understanding check,Understanding check
1C_L17,S2,00:24:54,1,N,N,U,,N,Does that make sense?,N,Understanding check,Understanding check
1C_L17,S2,00:27:30,0,N,N,U,,N,Does that make sense?,N,Understanding check,Understanding check
1C_L17,S2,00:27:48,1,N,N,U,,N,Does that make sense?,N,Understanding check,Understanding check
1C_L17,S2,00:28:04,0,N,N,F,,Y6,What do people think about that? [How many points of intersection are there between two identical planes?],Y,Fact,Fact
1C_L17,S2,00:28:04,1,Y,N,F,,Y6,What if they're identical?,Y,Fact,Fact
1C_L17,S2,00:28:09,1,Y,Y,E,,N,Are you another person that had that in mind?,N,Evaluation,Evaluation
1C_L17,S2,00:28:37,5,N,N,X,,N,Any other 'others'? [Other possibilities for number of points of intersection of two planes],N,Example generation,Other
1C_L17,S2,00:31:54,1,N,N,U,,Y7,Does that make sense?,Y,Understanding check,Understanding check
1C_L17,S2,00:31:54,2,N,N,U,,Y7,Yup?,Y,Understanding check,Understanding check
1C_L17,S2,00:36:12,1,N,N,U,,N,That make sense?,N,Understanding check,Understanding check
1C_L17,S2,00:37:03,1,N,N,U,,N,Does that make sense?,N,Understanding check,Understanding check
1C_L17,S2,00:37:32,0,N,N,U,,N,Does that make sense as to what's going on there?,N,Understanding check,Understanding check
1C_L17,S2,00:37:50,0,N,N,N,,Y8,How are we going to find the value of k which makes this vector perpendicular to that plane?,Y,Next step,Next step
1C_L17,S2,00:37:50,0,Y,N,N,,Y8,Any suggestions?,Y,Next step,Next step
1C_L17,S2,00:38:04,0,Y,Y,A,,N,What do you mean by the plane vector?,N,Admin,Admin
1C_L17,S2,00:38:17,0,Y,Y,A,,N,You just said the normal vector - is that what you meant by the plane vector?,N,Admin,Admin
1C_L17,S2,00:38:17,0,Y,Y,A,,N,Ok so you meant the normal to this plane?,N,Admin,Admin
1C_L17,S2,00:38:24,1,Y,Y,N,,N,How do we find the normal to this plane?,N,Next step,Next step
1C_L17,S2,00:39:17,1,Y,Y,A,,N,"Now that I've got it in this normal form, you suggested that I dot-product-ed two things didn't you?",N,Admin,Admin
1C_L17,S2,00:39:19,1,Y,Y,W,,N,Why would I do that?,N,Warrant,Warrant
1C_L17,S2,00:39:25,0,N,N,N,,Y9,So what should we do?,Y,Next step,Next step
1C_L17,S2,00:39:25,0,Y,N,N,,Y9,Anyone else?,Y,Next step,Next step
1C_L17,S2,00:40:16,0,N,Y,A,,Y10,Yup?,Y,Admin,Admin
1C_L17,S2,00:40:16,0,Y,Y,A,,Y10,Is that what you want?,Y,Admin,Admin
1C_L17,S2,00:40:27,2,N,N,U,,N,Is that fair enough?,N,Understanding check,Understanding check
1C_L17,S2,00:40:32,1,Y,N,N,,N,So how do we solve this equation?,N,Next step,Next step
1C_L17,S2,00:42:57,0,N,N,A,,Y11,Are you ready to vote?,Y,Admin,Admin
1C_L17,S2,00:42:57,0,N,N,A,,Y11,Do you wanna vote?,Y,Admin,Admin
1C_L17,S2,00:46:45,0,Y,N,N,,N,Some suggestions as we finish today how we might go about solving this problem and problems like it?,N,Next step,Next step
1C_L17,S2,00:47:08,1,N,Y,A,,Y12,That's pretty much what you're saying?,Y,Admin,Admin
1C_L17,S2,00:47:08,0,Y,Y,A,,Y12,"We start with the answer, we cut the cube in half and look for the plane?",Y,Admin,Admin
1C_L17,S2,00:47:34,0,Y,N,N,,N,What else might we do in this situation?,N,Next step,Next step
1C_L17,S2,00:48:08,2,Y,N,F,,N,What is the centre of the cube here?,N,Fact,Fact
1C_L17,S2,00:48:15,3,Y,N,N,,N,How do we decide if a point lies on a plane?,N,Next step,Next step
1C_L17,S2,00:48:31,2,Y,N,A,,N,Which one would you like me to start with?,N,Admin,Admin
1C_L17,S2,00:49:13,3,Y,N,E,,N,Does it help us to eliminate any of the other possibilities?,N,Evaluation,Evaluation
1C_L17,S2,00:49:13,1,N,N,A,,Y13,Sorry?,Y,Admin,Admin
1C_L17,S2,00:49:13,0,N,N,A,,Y13,Yes?,Y,Admin,Admin
1C_L17,S2,00:49:13,1,Y,N,A,,Y13,Somebody said something I [student interjects],Y,Admin,Admin
1C_L17,S2,00:50:04,0,Y,Y,E,,N,I'm guessing that's not the way you cut the cube in half?,N,Evaluation,Evaluation
1A_L2,S3,00:14:38,0,N,Y,N,,Y1,Do you know what to do with that one?,Y,Next step,Next step
1A_L2,S3,00:14:38,0,N,Y,N,,Y1,Do you know how to integrate that by parts?,Y,Next step,Next step
1A_L2,S3,00:14:38,0,Y,Y,N,,Y1,Yeah?,Y,Next step,Next step
1A_L2,S3,00:14:38,1,Y,Y,N,,N,Do you wanna?,N,Next step,Next step
1A_L2,S3,00:22:16,0,N,N,A,,Y2,How are we doing?,Y,Admin,Admin
1A_L2,S3,00:22:16,5,N,N,A,,Y2,Have we reached a sort of conclusion?,Y,Admin,Admin
1A_L2,S3,00:23:12,0,N,N,N,,Y3,How about something else?,Y,Next step,Next step
1A_L2,S3,00:23:12,3,N,N,N,,Y3,Has anybody got a better option? [For how to integrate this function],Y,Next step,Next step
1A_L2,S3,00:30:10,1,N,N,U,,N,Are we ok with that one?,N,Understanding check,Understanding check
1A_L2,S3,00:30:44,0,N,N,N,,Y4,Is there something we're missing here?,Y,Next step,Next step
1A_L2,S3,00:30:44,2,Y,N,N,,Y4,Is there something a better way of doing this by parts?,Y,Next step,Next step
1A_L2,S3,00:38:36,0,N,N,A,,Y5,How are we doing?,Y,Admin,Admin
1A_L2,S3,00:38:36,4,N,N,A,,Y5,Have we reached time to move on?,Y,Admin,Admin
1A_L2,S3,00:39:27,0,N,N,N,,Y6,Has anybody got a third way?,Y,Next step,Next step
1A_L2,S3,00:39:27,4,N,N,N,,Y6,Is there a third way of doing this?,Y,Next step,Next step
1A_L2,S3,00:39:39,0,N,N,W,,Y7,Those of you who said option 1 - why option 1?,Y,Warrant,Warrant
1A_L2,S3,00:39:39,2,Y,N,W,,Y7,Why x cubed for f and g dashed to be e to the x?,Y,Warrant,Warrant
1A_L2,S3,00:46:01,0,N,N,N,,Y8,So does that mean three is the way to go?,Y,Next step,Next step
1A_L2,S3,00:46:01,1,Y,N,N,,Y8,Is there a better way of doing this?,Y,Next step,Next step
1A_L2,S3,00:46:01,1,Y,Y,N,,N,"Yeah, do you want to tell me?",N,Next step,Next step
1A_L2,S3,00:46:07,1,Y,Y,N,,N,What would be a better way of doing it?,N,Next step,Next step
1C_L16,S2,00:03:02,1,N,N,W,,Y1,What's a natural objection to this definition?,Y,Warrant,Warrant
1C_L16,S2,00:03:02,2,Y,N,W,,Y1,"Remember, always try to break things",Y,Warrant,Warrant
1C_L16,S2,00:04:51,0,N,N,U,,Y2,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S2,00:04:51,3,N,N,U,,Y2,Cos that really is a foundational point?,Y,Understanding check,Understanding check
1C_L16,S2,00:05:09,2,N,N,F,,Y3,So how many dimensions does that subspace have?,Y,Fact,Fact
1C_L16,S2,00:05:09,1,Y,N,F,,Y3,Just shout out,Y,Fact,Fact
1C_L16,S2,00:11:53,1,N,N,N,,Y4,How do I write down what the row space for this matrix is?,Y,Next step,Next step
1C_L16,S2,00:11:53,1,Y,N,N,,Y4,Anybody,Y,Next step,Next step
1C_L16,S2,00:13:40,1,N,N,N,,Y5,What's the next thing we need to do?,Y,Next step,Next step
1C_L16,S2,00:13:40,7,N,N,N,,Y5,What do we need to you to convince ourselves about those rows?,Y,Next step,Next step
1C_L16,S2,00:14:01,1,Y,N,E,,N,Is it a basis?,N,Evaluation,Evaluation
1C_L16,S2,00:14:03,1,Y,N,W,,N,So why?,N,Warrant,Warrant
1C_L16,S2,00:14:56,3,N,N,U,,Y6,Is that clear?,Y,Understanding check,Understanding check
1C_L16,S2,00:14:56,2,N,N,U,,Y6,Yeah?,Y,Understanding check,Understanding check
1C_L16,S2,00:16:00,2,N,N,U,,N,Any more questions?,N,Understanding check,Understanding check
1C_L16,S2,00:16:20,0,N,N,N,,Y7,So then how on earth can we determine anything about the column space of A?,Y,Next step,Next step
1C_L16,S2,00:16:20,0,Y,N,N,,Y7,"We're not given A, A could be goodness know what",Y,Next step,Next step
1C_L16,S2,00:18:18,2,N,N,N,,Y8,So what is this given by?,Y,Next step,Next step
1C_L16,S2,00:18:18,4,N,N,N,HS,Y8,If we look at the matrix…,Y,Next step,Next step
1C_L16,S2,00:18:18,1,N,N,N,HQ,Y8,What's a good way of reading off the column space from the reduced row echelon form?,Y,Next step,Next step
1C_L16,S2,00:18:18,2,Y,N,N,,Y8,Anyone else?,Y,Next step,Next step
1C_L16,S2,00:18:38,2,Y,Y,N,,N,So what do I do with the leading ones?,N,Next step,Next step
1C_L16,S2,00:20:14,5,N,N,F,,Y9,So what is the dimension?,Y,Fact,Fact
1C_L16,S2,00:20:14,2,N,N,F,,Y9,So what is the dimension in this case?,Y,Fact,Fact
1C_L16,S2,00:20:14,1,Y,N,F,,Y9,The dimension of column R is equal to…?,Y,Fact,Fact
1C_L16,S2,00:20:53,3,N,N,N,,Y10,"If I gave you A, what would the column space of A be?",Y,Next step,Next step
1C_L16,S2,00:20:53,2,Y,N,N,,Y10,How would I construct it?,Y,Next step,Next step
1C_L16,S2,00:21:04,0,Y,Y,F,,N,Of which matrix?,N,Fact,Fact
1C_L16,S2,00:21:46,0,N,N,U,,Y11,Any questions?,Y,Understanding check,Understanding check
1C_L16,S2,00:21:46,3,N,N,U,,Y11,"Please do ask, this is an important part of the course",Y,Understanding check,Understanding check
1C_L16,S2,00:22:08,4,N,N,A,,N,Is that what people are feeling generally?,N,Admin,Admin
1C_L16,S2,00:29:55,2,N,N,W,,Y12,How did people see this?,Y,Warrant,Warrant
1C_L16,S2,00:29:55,5,Y,N,W,,Y12,What was the method?,Y,Warrant,Warrant
1C_L16,S2,00:31:22,1,N,N,W,,Y13,Did anyone do it in a different way?,Y,Warrant,Warrant
1C_L16,S2,00:31:22,0,N,N,W,,Y13,Can anyone think of a different way?,Y,Warrant,Warrant
1C_L16,S2,00:31:22,0,Y,N,W,,Y13,Without using this theorem?,Y,Warrant,Warrant
1C_L16,S2,00:31:39,0,N,N,W,,Y14,Why can I do that?,Y,Warrant,Warrant
1C_L16,S2,00:31:39,1,N,N,W,,Y14,I've been given R but not A,Y,Warrant,Warrant
1C_L16,S2,00:31:39,1,Y,N,W,,Y14,So what tact am I using there?,Y,Warrant,Warrant
1C_L16,S2,00:33:21,0,N,N,U,,Y15,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S2,00:33:21,6,N,N,U,,Y15,That really cover the key theory,Y,Understanding check,Understanding check
1C_L16,S2,00:41:47,1,N,N,U,,Y16,Any questions about that?,Y,Understanding check,Understanding check
1C_L16,S2,00:41:47,2,N,N,U,,Y16,I've snuck in a bit of theory,Y,Understanding check,Understanding check
1C_L16,S2,00:41:47,2,N,N,U,,Y16,which gives an alternative way of thinking of the column space,Y,Understanding check,Understanding check
1C_L16,S2,00:44:49,6,N,N,F,,Y17,What did people think?,Y,Fact,Fact
1C_L16,S2,00:44:49,0,N,N,F,,Y17,What did people think?,Y,Fact,Fact
1C_L16,S2,00:44:49,1,N,N,F,,Y17,"1,2,3 or 4?",Y,Fact,Fact
1C_L16,S2,00:44:49,1,N,N,E,,Y17,Is it clear what this subspace even is?,Y,Evaluation,Evaluation
1C_L16,S2,00:44:49,0,N,N,F,,Y17,Maybe that's a better way of asking it - What is this subspace?,Y,Fact,Fact
1C_L16,S2,00:44:49,2,Y,N,E,,Y17,Is it a subspace?,Y,Evaluation,Evaluation
1C_L16,S2,00:47:25,5,N,N,U,,N,Any questions about that?,N,Understanding check,Understanding check
1A_L2,S4,00:10:04,0,N,N,U,,Y1,Are you all ok with dividing one polynomial into another?,Y,Understanding check,Understanding check
1A_L2,S4,00:10:04,5,N,N,U,,Y1,Is that something you're comfortable with?,Y,Understanding check,Understanding check
1A_L2,S4,00:20:52,1,N,N,U,,N,Are you ok with equating coefficients of polynomials on one side and another side?,N,Understanding check,Understanding check
1A_L2,S4,00:22:06,1,N,N,U,,Y2,Is that ok?,Y,Understanding check,Understanding check
1A_L2,S4,00:22:06,0,N,N,U,,Y2,Yeah?,Y,Understanding check,Understanding check
1A_L2,S4,00:33:29,2,N,N,U,,N,Is that ok?,N,Understanding check,Understanding check
1A_L2,S4,00:45:50,0,N,N,N,,Y3,How do you do that?,Y,Next step,Next step
1A_L2,S4,00:45:50,0,N,N,N,,Y3,How would you do that integration?,Y,Next step,Next step
1A_L2,S4,00:45:50,0,N,N,N,,Y3,One over x squared plus one all squared.,Y,Next step,Next step
1A_L2,S4,00:45:50,11,N,N,N,,Y3,Do you know how do you get from that integral of that one down to that one?,Y,Next step,Next step
1A_L2,S4,00:47:12,1,Y,N,N,,N,Does that help? [How do we use this identity to compute that integral?],N,Next step,Next step
1A_L2,S4,00:47:21,0,Y,Y,A,,N,x to the?,N,Admin,Admin
1E_L19,S2,00:01:23,3,Y,N,F,,N,do you remember the difference between discrete and continous [variables]?,N,Fact,Fact
1E_L19,S2,00:03:17,0,N,N,F,,Y1,what is the size of A here?,Y,Fact,Fact
1E_L19,S2,00:03:23,4,N,N,F,,Y1,what is the size of the event that I'm interested in?,Y,Fact,Fact
1E_L19,S2,00:03:29,1,Y,N,F,,Y1,how many elements do I have in this event?,Y,Fact,Fact
1E_L19,S2,00:03:38,2,Y,N,F,,N,how many elements do I have in U?,N,Fact,Fact
1E_L19,S2,00:03:48,1,Y,N,F,,N,how many numbers do I have here between A and B?,N,Fact,Fact
1E_L19,S2,00:03:55,0,N,N,F,,Y2,so what is this probability?,Y,Fact,Fact
1E_L19,S2,00:04:04,1,Y,N,F,HQ,Y2,so what is 1 over infinity?,Y,Fact,Fact
1E_L19,S2,00:04:23,1,N,N,N,,Y3,what do we do now?,Y,Next step,Next step
1E_L19,S2,00:04:26,1,Y,N,N,HS,Y3,the probability of x being equal to any number if x is continuous is zero…,Y,Next step,Next step
1E_L19,S2,00:07:22,3,N,N,N,,Y4,how do I find this probability?,Y,Next step,Next step
1E_L19,S2,00:07:28,2,Y,N,N,HQ,Y4,"we already know this area, so how do I find it?",Y,Next step,Next step
1E_L19,S2,00:07:37,2,N,N,F,,Y5,so how do I find the area?,Y,Fact,Fact
1E_L19,S2,00:07:44,2,N,N,E,HQ,Y5,its this side times this side right?,Y,Evaluation,Evaluation
1E_L19,S2,00:08:19,1,N,N,F,,Y6,can you tell me whats a proper name for finding this area here under f(x)?,Y,Fact,Fact
1E_L19,S2,00:08:29,0,Y,N,F,,Y6,what do they call it?,Y,Fact,Fact
1E_L19,S2,00:11:39,7,Y,N,U,,N,any questions so far?,N,Understanding check,Understanding check
1E_L19,S2,00:12:45,1,N,N,U,,Y7,does this make sense?,Y,Understanding check,Understanding check
1E_L19,S2,00:12:48,3,N,N,U,,Y7,yeah?,Y,Understanding check,Understanding check
1E_L19,S2,00:14:37,2,N,N,U,,N,is it clear?,N,Understanding check,Understanding check
1E_L19,S2,00:18:39,1,N,N,N,,Y8,can you tell me what I need to do?,Y,Next step,Next step
1E_L19,S2,00:18:43,1,N,N,N,,Y8,how do I find this k?,Y,Next step,Next step
1E_L19,S2,00:18:45,1,Y,N,N,HS,Y8,it should be a number,Y,Next step,Next step
1E_L19,S2,00:19:24,2,N,N,N,,Y9,how do we take the integral of this?,Y,Next step,Next step
1E_L19,S2,00:19:27,1,N,N,N,,Y9,do you remember that?,Y,Next step,Next step
1E_L19,S2,00:19:44,3,N,N,U,,Y10,[tells them how do integrate it] do you remember that?,Y,Understanding check,Understanding check
1E_L19,S2,00:19:48,2,Y,N,U,,Y10,yes?,Y,Understanding check,Understanding check
1E_L19,S2,00:23:57,4,N,N,W,,Y11,why didn’t I say that this can be minus/plus the square root of 8 over 5?,Y,Warrant,Warrant
1E_L19,S2,00:24:06,1,Y,N,E,HQ,Y11,could I have a negative median?,Y,Evaluation,Evaluation
1E_L19,S2,00:25:55,6,N,N,U,,Y12,is it all clear?,Y,Understanding check,Understanding check
1E_L19,S2,00:26:03,0,N,Y,U,,Y12,no?,Y,Understanding check,Understanding check
1E_L19,S2,00:27:06,0,N,N,F,,Y13,in the discrete case it was what?,Y,Fact,Fact
1E_L19,S2,00:27:09,2,N,N,F,HQ,Y13,it was f(x) is equal to…?,Y,Fact,Fact
1E_L19,S2,00:27:13,2,Y,N,F,,Y13,do you remember?,Y,Fact,Fact
1E_L19,S2,00:29:45,1,Y,Y,A,,N,which one?,N,Admin,Admin
1E_L19,S2,00:30:08,0,N,Y,A,,Y14,which one of them looks like an n?,Y,Admin,Admin
1E_L19,S2,00:30:10,1,Y,Y,A,,Y14,the one up there?,Y,Admin,Admin
1E_L19,S2,00:30:42,1,N,N,F,,N,can you tell me what the median is?,N,Fact,Fact
1E_L19,S2,00:36:00,3,N,N,F,,Y15,what is the biggest value I can have?,Y,Fact,Fact
1E_L19,S2,00:36:05,1,Y,N,F,,Y15,for this f(x)?,Y,Fact,Fact
1E_L19,S2,00:41:27,1,N,Y,A,,Y16,these two?,Y,Admin,Admin
1E_L19,S2,00:41:29,1,Y,Y,A,,Y16,the pdf and the cdf?,Y,Admin,Admin
1E_L19,S2,00:51:31,5,N,N,U,,N,any questions?,N,Understanding check,Understanding check
1E_L19,S3,00:04:19,1,N,N,U,,N,Does it make sense?,N,Understanding check,Understanding check
1E_L19,S3,00:07:18,0,N,N,U,,N,Is this correct?,N,Understanding check,Understanding check
1E_L19,S3,00:07:37,4,N,N,U,,N,Is this correct?,N,Understanding check,Understanding check
1E_L19,S3,00:09:44,4,N,N,U,,N,Does it make sense?,N,Understanding check,Understanding check
1E_L19,S3,00:12:34,2,Y,N,F,,N,What is the cross product? [Of parallel vectors],N,Fact,Fact
1E_L19,S3,00:12:41,1,Y,N,F,,N,What is the angle between these two vectors?,N,Fact,Fact
1E_L19,S3,00:13:11,1,N,N,F,,Y1,Now what is the angle now?,Y,Fact,Fact
1E_L19,S3,00:13:11,0,Y,N,F,,Y1,Between a and b.,Y,Fact,Fact
1E_L19,S3,00:13:17,1,Y,N,F,,N,And sine of that is...?,N,Fact,Fact
1E_L19,S3,00:16:08,1,Y,Y,A,,N,This one?,N,Admin,Admin
1E_L19,S3,00:17:24,3,Y,N,F,,N,All are equal to…?,N,Fact,Fact
1E_L19,S3,00:17:35,2,N,N,F,,Y2,What is this one?,Y,Fact,Fact
1E_L19,S3,00:17:35,1,Y,N,F,,Y2,What is the angle between each of these two things?,Y,Fact,Fact
1E_L19,S3,00:34:39,3,N,N,N,,Y3,What should I do now?,Y,Next step,Next step
1E_L19,S3,00:34:39,3,N,N,N,HS,Y3,"This is perpendicular, but I want it to be a unit vector.",Y,Next step,Next step
1E_L19,S3,00:34:39,1,Y,N,N,,Y3,What do I do?,Y,Next step,Next step
1E_L19,S3,00:34:52,1,N,Y,F,,Y4,By?,Y,Fact,Fact
1E_L19,S3,00:34:52,0,N,Y,F,,Y4,By what?,Y,Fact,Fact
1E_L19,S3,00:34:52,0,N,Y,F,HS,Y4,So I need to change this somehow that it's length is 1.,Y,Fact,Fact
1E_L19,S3,00:34:52,1,Y,Y,F,HQ,Y4,So I have to divide it by?,Y,Fact,Fact
1E_L19,S3,00:38:08,1,N,N,F,,Y5,Tell me if the whole thing is a vector or a number?,Y,Fact,Fact
1E_L19,S3,00:38:08,0,Y,N,F,,Y5,Like the result of the triple product.,Y,Fact,Fact
1E_L19,S3,00:38:28,2,N,N,F,HS,Y6,"Cross product of a and b is a vector, right. C is also another vector.",Y,Fact,Fact
1E_L19,S3,00:38:28,1,Y,N,F,HQ,Y6,So the dot product of a vector and a vector is…?,Y,Fact,Fact
1E_L19,S3,00:41:01,4,N,N,F,,Y7,Can you tell me what this one is?,Y,Fact,Fact
1E_L19,S3,00:41:01,5,N,N,F,HS,Y7,It's length of a vector times length of another vector times cosine of the angle between those two.,Y,Fact,Fact
1E_L19,S3,00:42:08,1,N,N,U,,N,Does it make sense?,N,Understanding check,Understanding check
1E_L19,S3,00:47:43,0,N,N,U,,N,Is that clear?,N,Understanding check,Understanding check
1E_L19,S3,00:50:31,1,Y,N,F,,N,"First of all, do you think the final answer is gonna be a scalar or a vector?",N,Fact,Fact
1E_L19,S3,00:51:17,1,Y,N,A,,N,Do you want me to repeat it?,N,Admin,Admin
1A_L2,S1,00:02:54,2,N,N,E,,N,Does that mean that the integral has to be non-zero?,N,Evaluation,Evaluation
1A_L2,S1,00:03:16,2,N,N,W,,Y1,"If the answer is yes, do you know why it's yes?",Y,Warrant,Warrant
1A_L2,S1,00:03:16,3,N,N,W,,Y1,Would you like to tell me why?,Y,Warrant,Warrant
1A_L2,S1,00:03:16,0,N,N,W,,Y1,Anybody care to venture…,Y,Warrant,Warrant
1A_L2,S1,00:03:16,0,Y,Y,W,,Y1,"Yeah, do you want to tell me?",Y,Warrant,Warrant
1A_L2,S1,00:08:00,3,N,N,A,,Y2,How are we doing?,Y,Admin,Admin
1A_L2,S1,00:08:00,0,N,N,A,,Y2,Have we got an answer for me yet?,Y,Admin,Admin
1A_L2,S1,00:08:00,2,N,N,A,,Y2,Got an answer?,Y,Admin,Admin
1A_L2,S1,00:08:00,3,Y,N,A,,Y2,Or are you still working?,Y,Admin,Admin
1A_L2,S1,00:30:25,0,N,N,A,,Y3,How are we getting on?,Y,Admin,Admin
1A_L2,S1,00:30:25,12,N,N,A,,Y3,Are we still working on it?,Y,Admin,Admin
1A_L2,S1,00:30:25,1,N,N,A,,Y3,Are we ok to press on?,Y,Admin,Admin
1A_L2,S1,00:30:25,4,N,N,A,,Y3,Do you want more time?,Y,Admin,Admin
1A_L2,S1,00:34:14,0,N,N,F,,Y4,Do you know what the precise answer is?,Y,Fact,Fact
1A_L2,S1,00:34:14,0,N,N,F,,Y4,What's the answer to the integrand?,Y,Fact,Fact
1A_L2,S1,00:34:14,6,N,N,F,,Y4,Did anybody work that out?,Y,Fact,Fact
1A_L2,S1,00:34:14,1,Y,N,F,,Y4,I didn't ask you to do it but I was just wondering did anybody…?,Y,Fact,Fact
1E_L19,S4,00:02:35,2,N,N,U,,N,Is it clear?,N,Understanding check,Understanding check
1E_L19,S4,00:03:44,4,N,N,U,,N,Is it clear?,N,Understanding check,Understanding check
1E_L19,S4,00:06:09,4,N,N,F,,Y1,So what is the dimension of this matrix?,Y,Fact,Fact
1E_L19,S4,00:06:09,3,Y,N,F,,Y1,How may rows do I have here?,Y,Fact,Fact
1E_L19,S4,00:06:24,2,Y,N,F,,N,And number of columns is?,N,Fact,Fact
1E_L19,S4,00:07:41,3,Y,N,E,,N,Is it true here? [Referring to a statement she has written],N,Evaluation,Evaluation
1E_L19,S4,00:12:04,2,Y,N,U,,N,Any questions?,N,Understanding check,Understanding check
1E_L19,S4,00:16:57,1,N,N,E,,Y2,Now is it possible to do this multiplication?,Y,Evaluation,Evaluation
1E_L19,S4,00:16:57,1,Y,N,E,,Y2,According to what we said before.,Y,Evaluation,Evaluation
1E_L19,S4,00:17:05,2,Y,N,F,,N,So what is the dimension of this one?,N,Fact,Fact
1E_L19,S4,00:17:09,0,Y,N,A,,N,Sorry?,N,Admin,Admin
1E_L19,S4,00:18:02,1,N,N,U,,N,Do you know how we are doing this?,N,Understanding check,Understanding check
1E_L19,S4,00:19:09,7,N,N,E,,N,Is it possible to do it? [This matrix multiplication],N,Evaluation,Evaluation
1E_L19,S4,00:21:22,8,N,N,F,,Y3,So what is the dimension of A transpose times B?,Y,Fact,Fact
1E_L19,S4,00:21:22,2,Y,N,F,,Y3,What is it?,Y,Fact,Fact
1E_L19,S4,00:23:03,3,N,N,F,,Y4,So the answer is gonna be?,Y,Fact,Fact
1E_L19,S4,00:23:03,2,Y,N,F,,Y4,A matrix of dimensions of?,Y,Fact,Fact
1E_L19,S4,00:28:04,1,N,N,U,,Y5,Is it clear how this works?,Y,Understanding check,Understanding check
1E_L19,S4,00:28:04,4,N,N,U,,Y5,Do you have any questions?,Y,Understanding check,Understanding check
1E_L19,S4,00:33:17,2,N,N,F,,Y6,How would we do it?,Y,Fact,Fact
1E_L19,S4,00:33:17,3,Y,N,F,,Y6,How do you multiply a scalar by a matrix?,Y,Fact,Fact
1E_L19,S4,00:34:14,0,Y,N,F,,N,And everything else is? [The non-diagonal entries of the identity matrix are?],N,Fact,Fact
1E_L19,S4,00:35:52,5,Y,N,A,,N,Do you want to do it yourselves? [A matrix multiplication],N,Admin,Admin
1E_L19,S4,00:36:17,0,N,N,F,,Y7,Tell me what the elements are.,Y,Fact,Fact
1E_L19,S4,00:36:17,3,Y,N,F,,Y7,The first one is?,Y,Fact,Fact
1E_L19,S4,00:36:25,1,Y,N,F,,N,This one is?,N,Fact,Fact
1E_L19,S4,00:36:32,1,Y,N,F,,N,What is this one?,N,Fact,Fact
1E_L19,S4,00:36:35,0,Y,N,A,,N,Sorry?,N,Admin,Admin
1E_L19,S4,00:36:38,0,Y,N,F,,N,And this one is?,N,Fact,Fact
1E_L19,S4,00:37:11,1,Y,N,F,,N,What are the elements here?,N,Fact,Fact
1E_L19,S4,00:37:15,0,Y,N,F,,N,This one is?,N,Fact,Fact
1E_L19,S4,00:37:53,1,Y,N,F,,N,How can I write B times A based on an identity matrix?,N,Fact,Fact
1E_L19,S4,00:40:15,1,N,N,U,,N,We know how to solve it - do we?,N,Understanding check,Understanding check
1E_L19,S4,00:44:46,6,N,N,U,,N,Any questions about this?,N,Understanding check,Understanding check
1E_L19,S4,00:47:02,3,Y,N,F,,N,Tell me what the elements are.,N,Fact,Fact
1E_L19,S4,00:47:07,1,Y,N,A,,N,Sorry?,N,Admin,Admin
1E_L19,S4,00:48:04,5,N,N,U,,N,Yeah?,N,Understanding check,Understanding check
1E_L19,S4,00:48:04,2,N,N,F,,Y8,And this one is?,Y,Fact,Fact
1E_L19,S4,00:48:04,1,Y,N,F,,Y8,"I'm being a bit lazy, I want you to say it and then you are being a bit lazy, you want me to say it.",Y,Fact,Fact
1E_L19,S4,00:48:21,0,Y,N,F,,N,And this one is?,N,Fact,Fact
1E_L19,S4,00:50:02,3,N,N,U,,N,Any questions?,N,Understanding check,Understanding check
1A_L2,S2,00:10:16,5,N,N,N,,N,Anybody got any better suggestions?,N,Next step,Next step
1A_L2,S2,00:18:22,4,Y,N,N,,N,What do you think's a good substitution to choose?,N,Next step,Next step
1A_L2,S2,00:25:48,0,Y,Y,A,,N,Is the beta?,N,Admin,Admin
1A_L2,S2,00:31:57,1,N,N,A,,Y1,How are we doing?,Y,Admin,Admin
1A_L2,S2,00:31:57,3,N,N,A,,Y1,Have we reached saturation with this one?,Y,Admin,Admin
1A_L2,S2,00:31:57,2,N,N,A,,Y1,Ok to press on?,Y,Admin,Admin
1A_L2,S2,00:31:57,0,Y,N,A,,Y1,Or do you want more time?,Y,Admin,Admin
1A_L2,S2,00:46:46,1,Y,N,F,,N,Is 1 even or odd?,N,Fact,Fact
1A_L2,S2,00:46:48,2,N,N,F,,Y2,How about x?,Y,Fact,Fact
